"id","province_id","city_id","city","checksum","latitude","longitude","city_weibo","total_occurrences","word_occurrences"
"205","36","1000","Unknown","36#1000","28.674424","115.909175","江西","183404","20453"
"207","37","1","Jǐnán 济南","37#1","36.665282","116.994917","山东 济南","548893","44715"
"208","37","2","Qīngdǎo 青岛","37#2","36.06722","120.382504","山东 青岛","619679","47010"
"209","37","3","Zībó 淄博","37#3","36.813497","118.055007","山东 淄博","124982","17663"
"210","37","4","Zǎozhuāng 枣庄","37#4","34.810488","117.323725","山东 枣庄","47271","9293"
"211","37","5","Dōngyíng 东营","37#5","37.434751","118.674767","山东 东营","62397","11118"
"212","37","6","Yāntái 烟台","37#6","37.463819","121.447926","山东 烟台","172479","21454"
"213","37","7","Wéifāng 潍坊","37#7","36.706691","119.16193","山东 潍坊","130167","18117"
"214","37","8","Jìníng 济宁","37#8","35.414864","116.587259","山东 济宁","93275","14937"
"215","37","9","Tài'ān 泰安","37#9","36.200252","117.087614","山东 泰安","72050","12859"
"216","37","10","Wēihǎi 威海","37#10","37.513068","122.12042","山东 威海","82258","13367"
"217","37","11","Rìzhào 日照","37#11","35.416377","119.526888","山东 日照","48771","9995"
"218","37","12","Láiwú 莱芜","37#12","36.213691","117.676731","山东 莱芜","25702","6553"
"219","37","13","Línyí 临沂","37#13","35.051712","118.347707","山东 临沂","122304","18120"
"220","37","14","Dézhōu 德州","37#14","37.434093","116.357465","山东 德州","47095","9314"
"221","37","15","Liáochéng 聊城","37#15","36.456704","115.985371","山东 聊城","60696","11079"
"222","37","16","Bīnzhōu 滨州","37#16","37.38199","117.970703","山东 滨州","45020","9214"
"223","37","17","Hézé 菏泽","37#17","35.23375","115.480656","山东 菏泽","37504","8110"
"224","37","1000","Unknown","37#1000","36.668627","117.020411","山东","562407","36087"
"225","41","1","Zhèngzhōu 郑州","41#1","34.7466","113.625368","河南 郑州","872885","56911"
"226","41","2","Kāifēng 开封","41#2","34.797239","114.307582","河南 开封","61124","11021"
"227","41","3","Luòyáng 洛阳","41#3","34.618452","112.45429","河南 洛阳","175767","21169"
"228","41","4","Píngdǐngshān 平顶山","41#4","33.76619","113.192814","河南 平顶山","53063","9724"
"229","41","5","Ānyáng 安阳","41#5","36.097593","114.392756","河南 安阳","59540","10863"
"230","41","6","Hèbì 鹤壁","41#6","35.747225","114.297273","河南 鹤壁","17863","4844"
"231","41","7","Xīnxiāng 新乡","41#7","35.303004","113.9268","河南 新乡","91522","13782"
"232","41","8","Jiāozuò 焦作","41#8","35.215893","113.241823","河南 焦作","57673","10157"
"233","41","9","Púyáng 濮阳","41#9","35.762141","115.029331","河南 濮阳","37049","8088"
"234","41","10","Xǔchāng 许昌","41#10","34.035506","113.85264","河南 许昌","56636","10245"
"235","41","11","Luòhé 漯河","41#11","33.581413","114.016539","河南 漯河","26302","6156"
"236","41","12","Sānménxiá 三门峡","41#12","34.772424","111.20023","河南 三门峡","28066","6509"
"237","41","13","Nányáng 南阳","41#13","32.990615","112.528345","河南 南阳","62222","11077"
"238","41","14","Shāngqiū 商丘","41#14","34.414183","115.656394","河南 商丘","52128","10231"
"239","41","15","Xìnyáng 信阳","41#15","32.123233","114.068871","河南 信阳","52457","9582"
"240","41","16","Zhōukǒu 周口","41#16","33.618686","114.657616","河南 周口","33911","7382"
"241","41","17","Zhùmǎdiàn 驻马店","41#17","33.011529","114.022298","河南 驻马店","30416","6937"
"242","41","18","Unknown","41#18","34.76819","113.687228","河南","7405","2559"
"243","41","1000","Unknown","41#1000","34.76819","113.687228","河南","361502","29757"
"245","42","1","Wǔhàn 武汉","42#1","30.593087","114.305357","湖北 武汉","1716580","86004"
"246","42","2","Huángshí 黄石","42#2","30.199652","115.03852","湖北 黄石","67024","11760"
"247","42","3","Shíyàn 十堰","42#3","32.629397","110.797991","湖北 十堰","43687","8896"
"248","42","5","Yíchāng 宜昌","42#5","30.691967","111.286471","湖北 宜昌","101436","14709"
"249","42","6","Xiāngyáng 襄阳","42#6","32.008986","112.122415","湖北 襄阳","72315","12103"
"250","42","7","Èzhōu 鄂州","42#7","30.39194","114.894843","湖北 鄂州","17928","4548"
"251","42","8","Jīngmén 荆门","42#8","31.035423","112.199265","湖北 荆门","35331","7760"
"252","42","9","Xiàogǎn 孝感","42#9","30.924568","113.916903","湖北 孝感","42141","8232"
"253","42","10","Jīngzhōu 荆州","42#10","30.335165","112.239741","湖北 荆州","80539","12798"
"254","42","11","Huánggāng 黄冈","42#11","30.453906","114.872316","湖北 黄冈","37227","8254"
"255","42","12","Xiánníng 咸宁","42#12","29.841443","114.322492","湖北 咸宁","22142","5551"
"256","42","13","Suízhōu 随州","42#13","31.689958","113.382842","湖北 随州","19702","5198"
"257","42","28","Ēnshī Tǔjiāzú Miáozúzìzhìzhōu 恩施土家族苗族自治州","42#28","30.272204","109.488162","湖北 恩施土家族苗族自治州","29789","6581"
"258","42","29","Xiāntáo 仙桃","42#29","30.362641","113.454593","湖北 仙桃","7241","2450"
"259","42","30","Qiánjiāng","42#30","30.40211","112.900079","湖北 潜江","6497","2132"
"260","42","31","Tiānmén 天门","42#31","30.663372","113.16653","湖北 天门","4838","1886"
"261","42","32","Shénnóngjià 神农架","42#32","31.74497","110.675733","湖北 神农架","2272","1154"
"262","42","1000","Unknown","42#1000","30.545861","114.341921","湖北","327156","28531"
"263","43","1","Chángshā 长沙","43#1","28.228209","112.938814","湖南 长沙","888116","58611"
"264","43","2","Zhūzhōu 株洲","43#2","27.827827","113.133775","湖南 株洲","81611","12918"
"265","43","3","Xiāngtán 湘潭","43#3","27.829738","112.944049","湖南 湘潭","74221","12674"
"266","43","4","Héngyáng 衡阳","43#4","26.89384","112.5719","湖南 衡阳","80293","12795"
"267","43","5","Shàoyáng 邵阳","43#5","27.238893","111.467791","湖南 邵阳","32554","7119"
"268","43","6","Yuèyáng 岳阳","43#6","29.357104","113.128958","湖南 岳阳","62248","10836"
"269","43","7","Chángdé 常德","43#7","29.031673","111.698497","湖南 常德","58292","10359"
"270","43","8","Zhāngjiājiè 张家界","43#8","29.116525","110.479221","湖南 张家界","20064","5477"
"271","43","9","Yìyáng 益阳","43#9","28.55386","112.35518","湖南 益阳","30818","7139"
"272","43","10","Chēnzhōu 郴州","43#10","25.77051","113.014718","湖南 郴州","58799","10218"
"273","43","11","Yǒngzhōu 永州","43#11","26.420394","111.613445","湖南 永州","24146","5776"
"274","43","12","Huáihuà 怀化","43#12","27.554978","109.998488","湖南 怀化","35179","7275"
"275","43","13","Lóudǐ 娄底","43#13","27.701693","111.996001","湖南 娄底","26137","6415"
"276","43","31","Xiāngxī Tǔjiāzú Miáozúzìzhìzhōu 湘西土家族苗族自治州","43#31","28.311834","109.738842","湖南 湘西土家族苗族自治州","17208","4717"
"277","43","1000","Unknown","43#1000","28.112444","112.98381","湖南","304761","25393"
"278","44","1","Guǎngzhōu 广州","44#1","23.129163","113.264435","广东 广州","8035356","289506"
"279","44","2","Sháoguān 韶关","44#2","24.810403","113.597522","广东 韶关","281012","27345"
"280","44","3","Shēnzhèn 深圳","44#3","22.543099","114.057868","广东 深圳","3721533","156539"
"281","44","4","Zhūhǎi 珠海","44#4","22.270715","113.576726","广东 珠海","747253","56231"
"282","44","5","Shàntóu 汕头","44#5","23.353299","116.681838","广东 汕头","984709","56253"
"283","44","6","Fóshān 佛山","44#6","23.021548","113.121416","广东 佛山","2125566","114604"
"284","44","7","Jiāngmén 江门","44#7","22.578738","113.081901","广东 江门","807370","57465"
"285","44","8","Zhànjiāng 湛江","44#8","21.270702","110.359387","广东 湛江","384383","34532"
"286","44","9","Màomíng 茂名","44#9","21.662999","110.925456","广东 茂名","243401","24194"
"287","44","12","Zhàoqìng 肇庆","44#12","23.047192","112.465091","广东 肇庆","405746","36653"
"288","44","13","Huìzhōu 惠州","44#13","23.111847","114.416196","广东 惠州","734604","47270"
