# http://lingua.mtsu.edu/chinese-computing/phonology/hz2py.php
id	character	syllable	phonemes
5478	牮	jian	tsian
5479	犟	jiang	tsiaN
5480	牝	pin	phin
5481	牦	mao	mau
5482	牯	gu	ku
5483	牾	wu	u
5484	牿	gu	ku
5485	犄	ji	tsi
5486	犋	ju	tsy
5487	犍	qian	tshian
5488	犏	pian	phian
5489	犒	kao	khau
5490	挈	qie	tshi«
5491	挲	suo	su«
5492	掰	bo	p«
5493	搿	ge	k«
5494	擘	bo	p«
5495	耄	mao	mau
5496	毪	mu	mu
5497	毳	cui	tshu«i
5498	毽	jian	tsian
5499	毵	san	san
5500	毹	shu	§u
5501	氅	chang	ÿ§haN
5502	氇	lu	lu
5503	氆	pu	phu
5504	氍	qu	tshy
5505	氕	pie	phi«
5506	氘	dao	tau
5507	氙	xian	sian
5508	氚	chuan	ÿ§huan
5509	氡	dong	tuN
5510	氩	ya	ia
5511	氤	yin	in
5512	氪	ke	kh«
5513	氲	yun	uin
5514	敕	chi	ÿ§h
5515	敫	jiao	tsiau
5516	牍	du	tu
5517	牒	die	ti«
5518	牖	you	i«u
5519	爰	yuan	yan
5520	虢	guo	ku«
5521	刖	yue	y«
5522	肟	wo	u«
5523	肜	rong	ruN
5524	肓	huang	xuaN
5525	肼	jing	tsi«N
5526	朊	ruan	ruan
5527	肽	tai	thai
5528	肱	gong	kuN
5529	肫	zhun	ÿ§u«n
5530	肭	na	na
5531	肴	yao	iau
5532	肷	qian	tshian
5533	胧	long	luN
5534	胨	dong	tuN
5535	胩	ka	kha
5536	胪	lu	lu
5537	胛	jia	tsia
5538	胂	shen	§«n
5539	胄	zhou	ÿ§«u
5540	胙	zuo	tsu«
5541	胍	gua	kua
5542	胗	zhen	ÿ§«n
5543	朐	qu	tshy
5544	胝	zhi	ÿ§
5545	胫	jing	tsi«N
5546	胱	guang	kuaN
5547	胴	dong	tuN
5548	胭	yan	ian
5549	脍	kuai	khuai
5550	脎	sa	sa
5551	胲	hai	xai
5552	胼	pian	phian
5553	朕	zhen	ÿ§«n
5554	脒	mi	mi
5555	豚	tun	thu«n
5556	脶	luo	lu«
5557	脞	cuo	tshu«
5558	脬	pao	phau
5559	脘	wan	uan
5560	腈	jing	tsi«N
5561	腌	yan	ian
5562	腓	fei	f«i
5563	腴	yu	y
5564	腙	zong	tsuN
5565	腚	ding	ti«N
5566	腱	jian	tsian
5567	腠	cou	tsh«u
5568	腩	nan	nan
5569	腼	mian	mian
5570	腽	wa	ua
5571	腭	e	«
5572	腧	shu	§u
5573	塍	cheng	ÿ§h«N
5574	媵	ying	i«N
5575	膈	ge	k«
5576	膂	lü
5577	膑	bin	pin
5578	滕	teng	th«N
5579	膣	zhi	ÿ§
5580	膪	chuai	ÿ§huai
5581	臌	gu	ku
5582	朦	meng	m«N
5583	臊	sao	sau
5584	膻	shan	§an
5585	臁	lian	lian
5586	膦	lin	lin
5587	欤	yu	y
5588	欷	xi	si
5589	欹	yi	i
5590	歃	sha	§a
5591	歆	xin	sin
5592	歙	xi	si
5593	飑	biao	piau
5594	飒	sa	sa
5595	飓	ju	tsy
5596	飕	sou	s«u
5597	飙	biao	piau
5598	飚	biao	piau
5599	殳	shu	§u
5600	彀	gou	k«u
5601	毂	gu	ku
5602	觳	hu	xu
5603	斐	fei	f«i
5604	齑	ji	tsi
5605	斓	lan	lan
5606	旆	pei	ph«i
5607	旄	mao	mau
5608	旃	zhan	ÿ§an
5609	旌	jing	tsi«N
5610	旎	ni	ni
5611	旒	liu	li«u
5612	旖	yi	i
5613	炀	yang	iaN
5614	炜	wei	u«i
5615	炖	dun	tu«n
5616	炝	qiang	tshiaN
5617	炻	shi	§
5618	烀	hu	xu
5619	炷	zhu	ÿ§u
5620	炫	xuan	syan
5621	炱	tai	thai
5622	烨	ye	i«
5623	烊	yang	iaN
5624	焐	wu	u
5625	焓	han	xan
5626	焖	men	m«n
5627	焯	zhuo	ÿ§u«
5628	焱	yan	ian
5629	煳	hu	xu
5630	煜	yu	y
5631	煨	wei	u«i
5632	煅	duan	tuan
5633	煲	bao	pau
5634	煊	xuan	syan
5635	煸	bian	pian
5636	煺	tui	thu«i
5637	熘	liu	li«u
5638	熳	man	man
5639	熵	shang	§aN
5640	熨	yun	uin
5641	熠	yi	i
5642	燠	yu	y
5643	燔	fan	fan
5644	燧	sui	su«i
5645	燹	xian	sian
5646	爝	jue	tsy«
5647	爨	cuan	tshuan
5648	焘	tao	thau
5649	煦	xu	sy
5650	熹	xi	si
5651	戾	li	li
5652	戽	hu	xu
5653	扃	jiong	tsiuN
5654	扈	hu	xu
5655	扉	fei	f«i
5656	祀	si	s
5657	祆	xian	sian
5658	祉	zhi	ÿ§
5659	祛	qu	tshy
5660	祜	hu	xu
5661	祓	fu	fu
5662	祚	zuo	tsu«
5663	祢	ni	ni
5664	祗	zhi	ÿ§
5665	祠	ci	tsh
5666	祯	zhen	ÿ§«n
5667	祧	tiao	thiau
5668	祺	qi	tshi
5669	禅	shan	§an
5670	禊	xi	si
5671	禚	zhuo	ÿ§u«
5672	禧	xi	si
5673	禳	rang	raN
5674	忑	te	th«
5675	忐	tan	than
5676	怼	dui	tu«i
5677	恝	jia	tsia
5678	恚	hui	xu«i
5679	恧	nü
5680	恁	nin	nin
5681	恙	yang	iaN
5682	恣	zi	ts
5683	悫	que	tshy«
5684	愆	qian	tshian
5685	愍	min	min
5686	慝	te	th«
5687	憩	qi	tshi
5688	憝	dui	tu«i
5689	懋	mao	mau
5690	懑	men	m«n
5691	戆	zhuang	ÿ§uaN
5692	聿	yu	y
5693	沓	ta	tha
5694	泶	xue	sy«
5695	淼	miao	miau
5696	矶	ji	tsi
5697	矸	gan	kan
5698	砀	dang	taN
5699	砉	xu	sy
5700	砗	che	ÿ§h«
5701	砘	dun	tu«n
5702	砑	ya	ia
5703	斫	zhuo	ÿ§u«
5704	砭	bian	pian
5705	砜	feng	f«N
5706	砝	fa	fa
5707	砹	ai	ai
5708	砺	li	li
5709	砻	long	luN
5710	砟	zha	ÿ§a
5711	砼	tong	thuN
5712	砥	di	ti
5713	砬	la	la
5714	砣	tuo	thu«
5715	砩	fu	fu
5716	硎	xing	si«N
5717	硭	mang	maN
5718	硖	xia	sia
5719	硗	qiao	tshiau
5720	砦	zhai	ÿ§ai
5721	硐	dong	tuN
5722	硇	nao	nau
5723	硌	luo	lu«
5724	硪	wo	u«
5725	碛	qi	tshi
5726	碓	dui	tu«i
5727	碚	bei	p«i
5728	碇	ding	ti«N
5729	碜	chen	ÿ§h«n
5730	碡	zhou	ÿ§«u
5731	碣	jie	tsi«
5732	碲	di	ti
5733	碹	xuan	syan
5734	碥	bian	pian
5735	磔	zhe	ÿ§«
5736	磙	gun	ku«n
5737	磉	sang	saN
5738	磬	qing	tshi«N
5739	磲	qu	tshy
5740	礅	dun	tu«n
5741	磴	deng	t«N
5742	礓	jiang	tsiaN
5743	礤	ca	tsha
5744	礞	meng	m«N
5745	礴	bo	p«
5746	龛	kan	khan
5747	黹	zhi	ÿ§
5748	黻	fu	fu
5749	黼	fu	fu
5750	盱	xu	sy
5751	眄	mian	mian
5752	眍	kou	kh«u
5753	盹	dun	tu«n
5754	眇	miao	miau
5755	眈	dan	tan
5756	眚	sheng	§«N
5757	眢	yuan	yan
5758	眙	yi	i
5759	眭	sui	su«i
5760	眦	zi	ts
5761	眵	chi	ÿ§h
5762	眸	mou	m«u
5763	睐	lai	lai
5764	睑	jian	tsian
5765	睇	di	ti
5766	睃	suo	su«
5767	睚	ya	ia
5768	睨	ni	ni
5769	睢	sui	su«i
5770	睥	pi	phi
5771	睿	rui	ru«i
5772	瞍	sou	s«u
5773	睽	kui	khu«i
5774	瞀	mao	mau
5775	瞌	ke	kh«
5776	瞑	ming	mi«N
5777	瞟	piao	phiau
5778	瞠	cheng	ÿ§h«N
5779	瞰	kan	khan
5780	瞵	lin	lin
5781	瞽	gu	ku
5782	町	ting	thi«N
5783	畀	bi	pi
5784	畎	quan	tshyan
5785	畋	tian	thian
5786	畈	fan	fan
5787	畛	zhen	ÿ§«n
5788	畲	she	§«
5789	畹	wan	uan
5790	疃	tuan	thuan
5791	罘	fu	fu
5792	罡	gang	kaN
5793	罟	gu	ku
5794	詈	li	li
5795	罨	yan	ian
5796	罴	pi	phi
5797	罱	lan	lan
5798	罹	li	li
5799	羁	ji	tsi
5800	罾	zeng	ts«N
5801	盍	he	x«
5802	盥	guan	kuan
5803	蠲	juan	tsyan
5804	钆	ga	ka
5805	钇	yi	i
5806	钋	po	ph«
5807	钊	zhao	ÿ§au
5808	钌	liao	liau
5809	钍	tu	thu
5810	钏	chuan	ÿ§huan
5811	钐	shan	§an
5812	钔	men	m«n
5813	钗	chai	ÿ§hai
5814	钕	nü
5815	钸	bu	pu
5816	钛	tai	thai
5817	钜	ju	tsy
5818	钣	ban	pan
5819	钤	qian	tshian
5820	钫	fang	faN
5821	钪	kang	khaN
5822	钭	tou	th«u
5823	钬	huo	xu«
5824	钯	pa	pha
5825	钰	yu	y
5826	钲	zheng	ÿ§«N
5827	钴	gu	ku
5828	钶	ke	kh«
5829	钷	po	ph«
5830	钹	bo	p«
5831	钺	yue	y«
5832	钼	mu	mu
5833	钽	tan	than
5834	钿	tian	thian
5835	铄	shuo	§u«
5836	铈	shi	§
5837	铉	xuan	syan
5838	铊	tuo	thu«
5839	铋	bi	pi
5840	铌	ni	ni
5841	铍	pi	phi
5842	铎	duo	tu«
5843	铐	kao	khau
5844	铑	lao	lau
5845	铒	er	«r
5846	铕	you	i«u
5847	铖	cheng	ÿ§h«N
5848	铗	jia	tsia
5849	铙	nao	nau
5850	铘	ye	i«
5851	铛	dang	taN
5852	铞	diao	tiau
5853	铟	yin	in
5854	铠	kai	khai
5855	铢	zhu	ÿ§u
5856	铤	ting	thi«N
5857	铥	diu	ti«u
5858	铧	hua	xua
5859	铨	quan	tshyan
5860	铪	ha	xa
5861	铩	sha	§a
5862	铫	yao	iau
5863	铮	zheng	ÿ§«N
5864	铯	se	s«
5865	铳	chong	ÿ§huN
5866	铴	tang	thaN
5867	铵	an	an
5868	铷	ru	ru
5869	铹	lao	lau
5870	铼	lai	lai
5871	铽	te	th«
5872	铿	keng	kh«N
5873	锃	zeng	ts«N
5874	锂	li	li
5875	锆	gao	kau
5876	锇	e	«
5877	锉	cuo	tshu«
5878	锊	lüe
5879	锍	liu	li«u
5880	锎	kai	khai
5881	锏	jian	tsian
5882	锒	lang	laN
5883	锓	qin	tshin
5884	锔	ju	tsy
5885	锕	a	a
5886	锖	qiang	tshiaN
5887	锘	nuo	nu«
5888	锛	ben	p«n
5889	锝	de	t«
5890	锞	ke	kh«
5891	锟	kun	khu«n
5892	锢	gu	ku
5893	锪	huo	xu«
5894	锫	pei	ph«i
5895	锩	juan	tsyan
5896	锬	tan	than
5897	锱	zi	ts
5898	锲	qie	tshi«
5899	锴	kai	khai
5900	锶	si	s
5901	锷	e	«
5902	锸	cha	ÿ§ha
5903	锼	sou	s«u
5904	锾	huan	xuan
5905	锿	ai	ai
5906	镂	lou	l«u
5907	锵	qiang	tshiaN
5908	镄	fei	f«i
5909	镅	mei	m«i
5910	镆	mo	m«
5911	镉	ge	k«
5912	镌	juan	tsyan
5913	镎	na	na
5914	镏	liu	li«u
5915	镒	yi	i
5916	镓	jia	tsia
5917	镔	bin	pin
5918	镖	biao	piau
5919	镗	tang	thaN
5920	镘	man	man
5921	镙	luo	lu«
5922	镛	yong	iuN
5923	镞	zu	tsu
5924	镟	xuan	syan
5925	镝	di	ti
5926	镡	xin	sin
5927	镢	jue	tsy«
5928	镤	pu	phu
5929	镥	lu	lu
5930	镦	dun	tu«n
5931	镧	lan	lan
5932	镨	pu	phu
5933	镩	cuan	tshuan
5934	镪	qiang	tshiaN
5935	镫	deng	t«N
5936	镬	huo	xu«
5937	镯	zhuo	ÿ§u«
5938	镱	yi	i
5939	镲	cha	ÿ§ha
5940	镳	biao	piau
5941	锺	zhong	ÿ§uN
5942	矧	shen	§«n
5943	矬	cuo	tshu«
5944	雉	zhi	ÿ§
5945	秕	bi	pi
5946	秭	zi	ts
5947	秣	mo	m«
5948	秫	shu	§u
5949	稆	lü
5950	嵇	ji	tsi
5951	稃	fu	fu
5952	稂	lang	laN
5953	稞	ke	kh«
5954	稔	ren	r«n
5955	稹	zhen	ÿ§«n
5956	稷	ji	tsi
5957	穑	se	s«
5958	黏	nian	nian
5959	馥	fu	fu
5960	穰	rang	raN
5961	皈	gui	ku«i
5962	皎	jiao	tsiau
5963	皓	hao	xau
5964	皙	xi	si
5965	皤	po	ph«
5966	瓞	die	ti«
5967	瓠	hu	xu
5968	甬	yong	iuN
5969	鸠	jiu	tsi«u
5970	鸢	yuan	yan
5971	鸨	bao	pau
5972	鸩	zhen	ÿ§«n
5973	鸪	gu	ku
5974	鸫	dong	tuN
5975	鸬	lu	lu
5976	鸲	qu	tshy
5977	鸱	chi	ÿ§h
5978	鸶	si	s
5979	鸸	er	«r
5980	鸷	zhi	ÿ§
5981	鸹	gua	kua
5982	鸺	xiu	si«u
5983	鸾	luan	luan
5984	鹁	bo	p«
5985	鹂	li	li
5986	鹄	hu	xu
5987	鹆	yu	y
5988	鹇	xian	sian
5989	鹈	ti	thi
5990	鹉	wu	u
5991	鹋	miao	miau
5992	鹌	an	an
5993	鹎	bei	p«i
5994	鹑	chun	ÿ§hu«n
5995	鹕	hu	xu
5996	鹗	e	«
5997	鹚	ci	tsh
5998	鹛	mei	m«i
5999	鹜	wu	u
6000	鹞	yao	iau
6001	鹣	jian	tsian
6002	鹦	ying	i«N
6003	鹧	zhe	ÿ§«
6004	鹨	liu	li«u
6005	鹩	liao	liau
6006	鹪	jiao	tsiau
6007	鹫	jiu	tsi«u
6008	鹬	yu	y
6009	鹱	hu	xu
6010	鹭	lu	lu
6011	鹳	guan	kuan
6012	疔	ding	ti«N
6013	疖	jie	tsi«
6014	疠	li	li
6015	疝	shan	§an
6016	疣	you	i«u
6017	疳	gan	kan
6018	疴	ke	kh«
6019	疸	dan	tan
6020	痄	zha	ÿ§a
6021	疱	pao	phau
6022	疰	zhu	ÿ§u
6023	痃	xuan	syan
6024	痂	jia	tsia
6025	痖	ya	ia
6026	痍	yi	i
6027	痣	zhi	ÿ§
6028	痨	lao	lau
6029	痦	wu	u
6030	痤	cuo	tshu«
6031	痫	xian	sian
6032	痧	sha	§a
6033	瘃	zhu	ÿ§u
6034	痱	fei	f«i
6035	痼	gu	ku
6036	痿	wei	u«i
6037	瘐	yu	y
6038	瘀	yu	y
6039	瘅	dan	tan
6040	瘌	la	la
6041	瘗	yi	i
6042	瘊	hou	x«u
6043	瘥	cuo	tshu«
6044	瘘	lou	l«u
6045	瘕	xia	sia
6046	瘙	sao	sau
6047	瘛	chi	ÿ§h
6048	瘼	mo	m«
6049	瘢	ban	pan
6050	瘠	ji	tsi
6051	癀	huang	xuaN
6052	瘭	biao	piau
6053	瘰	luo	lu«
6054	瘿	ying	i«N
6055	瘵	zhai	ÿ§ai
6056	癃	long	luN
6057	瘾	yin	in
6058	瘳	chou	ÿ§h«u
6059	癍	ban	pan
6060	癞	lai	lai
6061	癔	yi	i
6062	癜	dian	tian
6063	癖	pi	phi
6064	癫	dian	tian
6065	癯	qu	tshy
6066	翊	yi	i
6067	竦	song	suN
6068	穸	xi	si
6069	穹	qiong	tshiuN
6070	窀	zhun	ÿ§u«n
6071	窆	bian	pian
6072	窈	yao	iau
6073	窕	tiao	thiau
6074	窦	dou	t«u
6075	窠	ke	kh«
6076	窬	yu	y
6077	窨	yin	in
6078	窭	ju	tsy
6079	窳	yu	y
6080	衩	cha	ÿ§ha
6081	衲	na	na
6082	衽	ren	r«n
6083	衿	jin	tsin
6084	袂	mei	m«i
6085	袢	pan	phan
6086	裆	dang	taN
6087	袷	qia	tshia
6088	袼	ge	k«
6089	裉	ken	kh«n
6090	裢	lian	lian
6091	裎	cheng	ÿ§h«N
6092	裣	lian	lian
6093	裥	jian	tsian
6094	裱	biao	piau
6095	褚	zhu	ÿ§u
6096	裼	ti	thi
6097	裨	pi	phi
6098	裾	ju	tsy
6099	裰	duo	tu«
6100	褡	da	ta
6101	褙	bei	p«i
6102	褓	bao	pau
6103	褛	lü
6104	褊	bian	pian
6105	褴	lan	lan
6106	褫	chi	ÿ§h
6107	褶	zhe	ÿ§«
6108	襁	qiang	tshiaN
6109	襦	ru	ru
6110	襻	pan	phan
6111	疋	ya	ia
6112	胥	xu	sy
6113	皲	jun	tsuin
6114	皴	cun	tshu«n
6115	矜	qin	tshin
6116	耒	lei	l«i
6117	耔	zi	ts
6118	耖	chao	ÿ§hau
6119	耜	si	s
6120	耠	huo	xu«
6121	耢	lao	lau
6122	耥	tang	thaN
6123	耦	ou	«u
6124	耧	lou	l«u
6125	耩	jiang	tsiaN
6126	耨	nou	n«u
6127	耱	mo	m«
6128	耋	die	ti«
6129	耵	ding	ti«N
6130	聃	dan	tan
6131	聆	ling	li«N
6132	聍	ning	ni«N
6133	聒	guo	ku«
6134	聩	kui	khu«i
6135	聱	ao	au
6136	覃	tan	than
6137	顸	han	xan
6138	颀	qi	tshi
6139	颃	hang	xaN
6140	颉	xie	si«
6141	颌	he	x«
6142	颍	ying	i«N
6143	颏	ke	kh«
6144	颔	han	xan
6145	颚	e	«
6146	颛	zhuan	ÿ§uan
6147	颞	nie	ni«
6148	颟	man	man
6149	颡	sang	saN
6150	颢	hao	xau
6151	颥	ru	ru
6152	颦	pin	phin
6153	虔	qian	tshian
6154	虬	qiu	tshi«u
6155	虮	ji	tsi
6156	虿	chai	ÿ§hai
6157	虺	hui	xu«i
6158	虼	ge	k«
6159	虻	meng	m«N
6160	蚨	fu	fu
6161	蚍	pi	phi
6162	蚋	rui	ru«i
6163	蚬	xian	sian
6164	蚝	hao	xau
6165	蚧	jie	tsi«
6166	蚣	gong	kuN
6167	蚪	dou	t«u
6168	蚓	yin	in
6169	蚩	chi	ÿ§h
6170	蚶	han	xan
6171	蛄	gu	ku
6172	蚵	ke	kh«
6173	蛎	li	li
6174	蚰	you	i«u
6175	蚺	ran	ran
6176	蚱	zha	ÿ§a
6177	蚯	qiu	tshi«u
6178	蛉	ling	li«N
6179	蛏	cheng	ÿ§h«N
6180	蚴	you	i«u
6181	蛩	qiong	tshiuN
6182	蛱	jia	tsia
6183	蛲	nao	nau
6184	蛭	zhi	ÿ§
6185	蛳	si	s
6186	蛐	qu	tshy
6187	蜓	ting	thi«N
6188	蛞	kuo	khu«
6189	蛴	qi	tshi
6190	蛟	jiao	tsiau
6191	蛘	yang	iaN
6192	蛑	mou	m«u
6193	蜃	shen	§«n
6194	蜇	zhe	ÿ§«
6195	蛸	xiao	siau
6196	蜈	wu	u
6197	蜊	li	li
6198	蜍	chu	ÿ§hu
6199	蜉	fu	fu
6200	蜣	qiang	tshiaN
6201	蜻	qing	tshi«N
6202	蜞	qi	tshi
6203	蜥	xi	si
6204	蜮	yu	y
6205	蜚	fei	f«i
6206	蜾	guo	ku«
6207	蝈	guo	ku«
6208	蜴	yi	i
6209	蜱	pi	phi
6210	蜩	tiao	thiau
6211	蜷	quan	tshyan
6212	蜿	wan	uan
6213	螂	lang	laN
6214	蜢	meng	m«N
6215	蝽	chun	ÿ§hu«n
6216	蝾	rong	ruN
6217	蝻	nan	nan
6218	蝠	fu	fu
6219	蝰	kui	khu«i
6220	蝌	ke	kh«
6221	蝮	fu	fu
6222	螋	sou	s«u
6223	蝓	yu	y
6224	蝣	you	i«u
6225	蝼	lou	l«u
6226	蝤	you	i«u
6227	蝙	bian	pian
6228	蝥	mao	mau
6229	螓	qin	tshin
6230	螯	ao	au
6231	螨	man	man
6232	蟒	mang	maN
6233	蟆	ma	ma
6234	螈	yuan	yan
6235	螅	xi	si
6236	螭	chi	ÿ§h
6237	螗	tang	thaN
6238	螃	pang	phaN
6239	螫	shi	§
6240	蟥	huang	xuaN
6241	螬	cao	tshau
6242	螵	piao	phiau
6243	螳	tang	thaN
6244	蟋	xi	si
6245	蟓	xiang	siaN
6246	螽	zhong	ÿ§uN
6247	蟑	zhang	ÿ§aN
6248	蟀	shuai	§uai
6249	蟊	mao	mau
6250	蟛	peng	ph«N
6251	蟪	hui	xu«i
6252	蟠	pan	phan
6253	蟮	shan	§an
6254	蠖	huo	xu«
6255	蠓	meng	m«N
6256	蟾	chan	ÿ§han
6257	蠊	lian	lian
6258	蠛	mie	mi«
6259	蠡	li	li
6260	蠹	du	tu
6261	蠼	qu	tshy
6262	缶	fou	f«u
6263	罂	ying	i«N
6264	罄	qing	tshi«N
6265	罅	xia	sia
6266	舐	shi	§
6267	竺	zhu	ÿ§u
6268	竽	yu	y
6269	笈	ji	tsi
6270	笃	du	tu
6271	笄	ji	tsi
6272	笕	jian	tsian
6273	笊	zhao	ÿ§au
6274	笫	zi	ts
6275	笏	hu	xu
6276	筇	qiong	tshiuN
6277	笸	po	ph«
6278	笪	da	ta
6279	笙	sheng	§«N
6280	笮	zuo	tsu«
6281	笱	gou	k«u
6282	笠	li	li
6283	笥	si	s
6284	笤	tiao	thiau
6285	笳	jia	tsia
6286	笾	bian	pian
6287	笞	chi	ÿ§h
6288	筘	kou	kh«u
6289	筚	bi	pi
6290	筅	xian	sian
6291	筵	yan	ian
6292	筌	quan	tshyan
6293	筝	zheng	ÿ§«N
6294	筠	yun	uin
6295	筮	shi	§
6296	筻	gang	kaN
6297	筢	pa	pha
6298	筲	shao	§au
6299	筱	xiao	siau
6300	箐	qing	tshi«N
6301	箦	ze	ts«
6302	箧	qie	tshi«
6303	箸	zhu	ÿ§u
6304	箬	ruo	ru«
6305	箝	qian	tshian
6306	箨	tuo	thu«
6307	箅	bi	pi
6308	箪	dan	tan
6309	箜	kong	khuN
6310	箢	yuan	yan
6311	箫	xiao	siau
6312	箴	zhen	ÿ§«n
6313	篑	kui	khu«i
6314	篁	huang	xuaN
6315	篌	hou	x«u
6316	篝	gou	k«u
6317	篚	fei	f«i
6318	篥	li	li
6319	篦	bi	pi
6320	篪	chi	ÿ§h
6321	簌	su	su
6322	篾	mie	mi«
6323	篼	dou	t«u
6324	簏	lu	lu
6325	簖	duan	tuan
6326	簋	gui	ku«i
6327	簟	dian	tian
6328	簪	zan	tsan
6329	簦	deng	t«N
6330	簸	bo	p«
6331	籁	lai	lai
6332	籀	zhou	ÿ§«u
6333	臾	yu	y
6334	舁	yu	y
6335	舂	chong	ÿ§huN
6336	舄	xi	si
6337	臬	nie	ni«
6338	衄	nü
6339	舡	chuan	ÿ§huan
6340	舢	shan	§an
6341	舣	yi	i
6342	舭	bi	pi
6343	舯	zhong	ÿ§uN
6344	舨	ban	pan
6345	舫	fang	faN
6346	舸	ge	k«
6347	舻	lu	lu
6348	舳	zhu	ÿ§u
6349	舴	ze	ts«
6350	舾	xi	si
6351	艄	shao	§au
6352	艉	wei	u«i
6353	艋	meng	m«N
6354	艏	shou	§«u
6355	艚	cao	tshau
6356	艟	chong	ÿ§huN
6357	艨	meng	m«N
6358	衾	qin	tshin
6359	袅	niao	niau
6360	袈	jia	tsia
6361	裘	qiu	tshi«u
6362	裟	sha	§a
6363	襞	bi	pi
6364	羝	di	ti
6365	羟	qiang	tshiaN
6366	羧	suo	su«
6367	羯	jie	tsi«
6368	羰	tang	thaN
6369	羲	xi	si
6370	籼	xian	sian
6371	敉	mi	mi
6372	粑	ba	pa
6373	粝	li	li
6374	粜	tiao	thiau
6375	粞	xi	si
6376	粢	zi	ts
6377	粲	can	tshan
6378	粼	lin	lin
6379	粽	zong	tsuN
6380	糁	shen	§«n
6381	糇	hou	x«u
6382	糌	zan	tsan
6383	糍	ci	tsh
6384	糈	xu	sy
6385	糅	rou	r«u
6386	糗	qiu	tshi«u
6387	糨	jiang	tsiaN
6388	艮	gen	k«n
6389	暨	ji	tsi
6390	羿	yi	i
6391	翎	ling	li«N
6392	翕	xi	si
6393	翥	zhu	ÿ§u
6394	翡	fei	f«i
6395	翦	jian	tsian
6396	翩	pian	phian
6397	翮	he	x«
6398	翳	yi	i
6399	糸	mi	mi
6400	絷	zhi	ÿ§
6401	綦	qi	tshi
6402	綮	qing	tshi«N
6403	繇	zhou	ÿ§«u
6404	纛	dao	tau
6405	麸	fu	fu
6406	麴	qu	tshy
6407	赳	jiu	tsi«u
6408	趄	qie	tshi«
6409	趔	lie	li«
6410	趑	zi	ts
6411	趱	zan	tsan
6412	赧	nan	nan
6413	赭	zhe	ÿ§«
6414	豇	jiang	tsiaN
6415	豉	chi	ÿ§h
6416	酊	ding	ti«N
6417	酐	gan	kan
6418	酎	zhou	ÿ§«u
6419	酏	yi	i
6420	酤	gu	ku
6421	酢	zuo	tsu«
6422	酡	tuo	thu«
6423	酰	xian	sian
6424	酩	ming	mi«N
6425	酯	zhi	ÿ§
6426	酽	yan	ian
6427	酾	shi	§
6428	酲	cheng	ÿ§h«N
6429	酴	tu	thu
6430	酹	lei	l«i
6431	醌	kun	khu«n
6432	醅	pei	ph«i
6433	醐	hu	xu
6434	醍	ti	thi
6435	醑	xu	sy
6436	醢	hai	xai
6437	醣	tang	thaN
6438	醪	lao	lau
6439	醭	bu	pu
6440	醮	jiao	tsiau
6441	醯	xi	si
6442	醵	ju	tsy
6443	醴	li	li
6444	醺	xun	suin
6445	豕	shi	§
6446	鹾	cuo	tshu«
6447	趸	dun	tu«n
6448	跫	qiong	tshiuN
6449	踅	xue	sy«
6450	蹙	cu	tshu
6451	蹩	bie	pi«
6452	趵	bo	p«
6453	趿	ta	tha
6454	趼	jian	tsian
6455	趺	fu	fu
6456	跄	qiang	tshiaN
6457	跖	zhi	ÿ§
6458	跗	fu	fu
6459	跚	shan	§an
6460	跞	li	li
6461	跎	tuo	thu«
6462	跏	jia	tsia
6463	跛	bo	p«
6464	跆	tai	thai
6465	跬	kui	khu«i
6466	跷	qiao	tshiau
6467	跸	bi	pi
6468	跣	xian	sian
6469	跹	xian	sian
6470	跻	ji	tsi
6471	跤	jiao	tsiau
6472	踉	liang	liaN
6473	跽	ji	tsi
6474	踔	chuo	ÿ§hu«
6475	踝	huai	xuai
6476	踟	chi	ÿ§h
6477	踬	zhi	ÿ§
6478	踮	die	ti«
6479	踣	bo	p«
6480	踯	zhi	ÿ§
6481	踺	jian	tsian
6482	蹀	die	ti«
6483	踹	chuai	ÿ§huai
6484	踵	zhong	ÿ§uN
6485	踽	ju	tsy
6486	踱	duo	tu«
6487	蹉	cuo	tshu«
6488	蹁	pian	phian
6489	蹂	rou	r«u
6490	蹑	nie	ni«
6491	蹒	pan	phan
6492	蹊	xi	si
6493	蹰	chu	ÿ§hu
6494	蹶	jue	tsy«
6495	蹼	pu	phu
6496	蹯	fan	fan
6497	蹴	cu	tshu
6498	躅	zhu	ÿ§u
6499	躏	lin	lin
6500	躔	chan	ÿ§han
6501	躐	lie	li«
6502	躜	zuan	tsuan
6503	躞	xie	si«
6504	豸	zhi	ÿ§
6505	貂	diao	tiau
6506	貊	mo	m«
6507	貅	xiu	si«u
6508	貘	mo	m«
6509	貔	pi	phi
6510	斛	hu	xu
6511	觖	jue	tsy«
6512	觞	shang	§aN
6513	觚	gu	ku
6514	觜	zui	tsu«i
6515	觥	gong	kuN
6516	觫	su	su
6517	觯	zhi	ÿ§
6518	訾	zi	ts
6519	謦	qing	tshi«N
6520	靓	liang	liaN
6521	雩	yu	y
6522	雳	li	li
6523	雯	wen	u«n
6524	霆	ting	thi«N
6525	霁	ji	tsi
6526	霈	pei	ph«i
6527	霏	fei	f«i
6528	霎	sha	§a
6529	霪	yin	in
6530	霭	ai	ai
6531	霰	xian	sian
6532	霾	mai	mai
6533	龀	chen	ÿ§h«n
6534	龃	ju	tsy
6535	龅	bao	pau
6536	龆	tiao	thiau
6537	龇	zi	ts
6538	龈	yin	in
